0.371345	0.371787	0.371092	0.371431	0.371947	0.371802	0.371936	0.371472	0.372785	0.369132	0.372648	0.372655	0.3721	0.370966	0.370152	0.373308	0.370792	0.371622	0.371044	0.368142	0.369882	0.370136	0.369279	0.369383	0.367429	0.366901	0.368065	0.366783	0.369109	0.366951	0.368102	0.368535	0.369149	0.367493	0.367788	0.369226	0.367856	0.368386	0.36947	0.367842	0.369058	0.369122	0.368869	0.369545	0.368972	0.36989	0.369726	0.370044	0.369332	0.369003	0.371005	0.370991	0.370722	0.370689	0.371564	0.369999	0.371443	0.371411	0.370816	0.372036	0.370781	0.371873	0.373187	0.370794	0.372924	0.370816	0.369933	0.372498	0.371055	0.371528	0.371277	0.37171	0.371783	0.371306	0.370511	0.3712	0.369877	0.371473	0.372318	0.368769	0.37008	0.371217	0.37001	0.370463	0.372485	0.370019	0.371114	0.370213	0.371468	0.371337	0.370483	0.371088	0.371135	0.370109	0.370395	0.370588	0.370488	0.370048	0.371729	0.368407	0.367773	0.37078	0.369223	0.370761	0.36867	0.371483	0.370346	0.369623	0.368617	0.369569	0.369651	0.367382	0.368145	0.368717	0.369686	0.367712	0.369109	0.367771	0.368378	0.368384	0.367495	0.367152	0.367819	0.367152	0.367813	0.365583	0.36509	0.365334	0.364709	0.365391	0.362439	0.364161	0.365452	0.363039	0.36248	0.362924	0.365044	0.363063	0.360936	0.362298	0.362133	0.362287	0.361094	0.362843	0.362588	0.362102	0.363632	0.362052	0.362137	0.360259	
0.370197	0.369867	0.370116	0.369908	0.370459	0.369902	0.370554	0.371137	0.370323	0.367178	0.3711	0.371005	0.370904	0.370441	0.369028	0.371383	0.370398	0.371082	0.369575	0.368192	0.368401	0.367797	0.368557	0.367298	0.366853	0.36609	0.367341	0.366808	0.366207	0.365816	0.36613	0.367976	0.367166	0.366779	0.366196	0.368496	0.367372	0.366226	0.366235	0.367587	0.366982	0.36843	0.368223	0.367301	0.369199	0.368001	0.368011	0.36828	0.367905	0.368682	0.368524	0.36807	0.368961	0.36926	0.370004	0.36894	0.369911	0.369532	0.369315	0.369657	0.370278	0.369377	0.370749	0.36929	0.370141	0.369412	0.368632	0.370827	0.369904	0.370754	0.36978	0.370848	0.370727	0.369908	0.3692	0.369602	0.370083	0.369331	0.370957	0.368364	0.367132	0.369461	0.370444	0.368863	0.371799	0.368902	0.370624	0.369055	0.370523	0.369861	0.369105	0.369121	0.36911	0.370468	0.369688	0.370297	0.371477	0.369567	0.370638	0.368737	0.368387	0.369483	0.369755	0.370093	0.367683	0.369935	0.368493	0.369707	0.367941	0.368446	0.36892	0.365699	0.368221	0.368425	0.3689	0.367485	0.367705	0.367164	0.368301	0.368607	0.365589	0.367968	0.367398	0.36649	0.366076	0.364971	0.365637	0.365461	0.36436	0.365482	0.359999	0.364745	0.364082	0.363519	0.361863	0.362291	0.363539	0.362783	0.361722	0.3607	0.361167	0.361945	0.36059	0.361396	0.362117	0.359997	0.361927	0.360614	0.360829	0.358881	
0.369176	0.370742	0.371247	0.368724	0.369882	0.370577	0.369391	0.371352	0.369191	0.368631	0.373144	0.372341	0.372088	0.369687	0.369196	0.371093	0.369341	0.36926	0.368929	0.368809	0.367093	0.366327	0.370147	0.367743	0.366263	0.367602	0.369085	0.365907	0.369559	0.36751	0.368003	0.36738	0.366016	0.366052	0.368292	0.367099	0.365366	0.367195	0.364723	0.367552	0.366142	0.36872	0.36918	0.367277	0.367265	0.366995	0.367379	0.368152	0.368165	0.36823	0.368876	0.369016	0.368475	0.368599	0.370883	0.369219	0.370121	0.368953	0.369183	0.369077	0.369095	0.372649	0.369257	0.370638	0.372443	0.369936	0.368195	0.371842	0.369996	0.370101	0.3706	0.371295	0.369317	0.369409	0.369261	0.369872	0.370051	0.369621	0.370425	0.367495	0.36942	0.369088	0.37054	0.369288	0.370245	0.371249	0.369839	0.369482	0.369403	0.368189	0.370155	0.36753	0.370742	0.372069	0.370494	0.369	0.3718	0.369738	0.372046	0.369097	0.368002	0.368804	0.368668	0.370853	0.366672	0.369687	0.367912	0.368137	0.367065	0.370066	0.369327	0.368395	0.369091	0.368571	0.3681	0.368073	0.368896	0.368091	0.36749	0.368143	0.367067	0.368003	0.369095	0.367877	0.366471	0.366701	0.365655	0.365029	0.362999	0.368742	0.361443	0.36639	0.36563	0.362309	0.362935	0.359112	0.364447	0.360816	0.362953	0.363676	0.362617	0.362433	0.362525	0.361386	0.362958	0.362315	0.36317	0.359258	0.361485	0.359636	
0.370947	0.372144	0.370787	0.370155	0.374357	0.373582	0.37251	0.37371	0.372039	0.371341	0.372159	0.373057	0.373649	0.371827	0.372073	0.371564	0.373408	0.371014	0.369945	0.371344	0.371387	0.370609	0.371227	0.369189	0.367602	0.369218	0.369048	0.368883	0.370556	0.367746	0.368311	0.368989	0.367804	0.370694	0.368773	0.369732	0.368218	0.368931	0.370208	0.367512	0.366473	0.369251	0.36784	0.368531	0.368959	0.371255	0.36946	0.369945	0.367286	0.370244	0.369879	0.36891	0.368593	0.368566	0.371277	0.37069	0.370707	0.369324	0.369706	0.37145	0.368495	0.370333	0.370657	0.37123	0.37025	0.369624	0.369596	0.371804	0.371183	0.372237	0.370759	0.371636	0.370496	0.36981	0.372637	0.370439	0.372383	0.369031	0.369674	0.368733	0.372682	0.370259	0.371389	0.370279	0.372954	0.370014	0.371151	0.370677	0.370949	0.372103	0.372174	0.371505	0.370728	0.373861	0.370629	0.371894	0.370567	0.370801	0.371002	0.371277	0.368176	0.370541	0.369469	0.372828	0.368099	0.37124	0.369479	0.370669	0.368863	0.370437	0.370423	0.367643	0.370781	0.372323	0.370877	0.371645	0.369673	0.371075	0.369962	0.369372	0.367626	0.369517	0.370558	0.370465	0.366297	0.367643	0.367003	0.367361	0.36599	0.368681	0.365602	0.367226	0.364596	0.365518	0.363406	0.365584	0.365417	0.364967	0.366054	0.364188	0.364536	0.363528	0.36275	0.365027	0.363241	0.36362	0.364191	0.364076	0.362029	0.360866	
0.372631	0.372908	0.371649	0.373696	0.373243	0.373435	0.372114	0.374053	0.371522	0.372441	0.373557	0.372966	0.376767	0.372397	0.374705	0.374803	0.374401	0.371851	0.372852	0.371745	0.370194	0.371468	0.371907	0.369836	0.371963	0.369281	0.369793	0.370607	0.371994	0.368406	0.367793	0.370039	0.370405	0.369367	0.368687	0.371872	0.369721	0.368736	0.371214	0.37228	0.366721	0.369269	0.369003	0.369886	0.369641	0.370074	0.371401	0.370463	0.370205	0.372196	0.369953	0.370281	0.370115	0.371133	0.371662	0.372206	0.371188	0.370983	0.369888	0.372643	0.370347	0.371357	0.372833	0.371045	0.37135	0.371193	0.372165	0.372783	0.371127	0.372616	0.370408	0.371589	0.371473	0.370835	0.373095	0.372722	0.372844	0.372073	0.371136	0.369692	0.373424	0.372562	0.369833	0.371413	0.371088	0.370739	0.373768	0.373129	0.371521	0.372006	0.371154	0.37098	0.370793	0.372746	0.370313	0.370984	0.371819	0.369288	0.372292	0.371594	0.368908	0.371084	0.370043	0.37096	0.370579	0.372157	0.369726	0.372139	0.372483	0.371262	0.370395	0.370004	0.371286	0.371696	0.372305	0.371075	0.371287	0.371307	0.371689	0.370341	0.369337	0.371375	0.370362	0.369766	0.369546	0.368458	0.367903	0.369087	0.370419	0.370215	0.36741	0.367548	0.366105	0.366918	0.364945	0.365683	0.368449	0.369353	0.36622	0.363698	0.365231	0.365027	0.364932	0.365122	0.364983	0.363324	0.365596	0.363456	0.363023	0.360278	
0.371845	0.372662	0.372039	0.373267	0.374269	0.373539	0.373728	0.373975	0.371986	0.373107	0.374111	0.375383	0.377386	0.371943	0.37349	0.374432	0.372517	0.374319	0.374093	0.37186	0.37224	0.370994	0.372498	0.370999	0.373156	0.370576	0.370085	0.371662	0.37213	0.370499	0.368597	0.371573	0.370025	0.369396	0.371086	0.37239	0.371479	0.369644	0.369759	0.372449	0.369805	0.370897	0.372609	0.370804	0.371688	0.3717	0.372534	0.370257	0.37011	0.371645	0.370275	0.372318	0.372728	0.372624	0.372353	0.372761	0.371719	0.37143	0.372501	0.371482	0.372641	0.377502	0.373653	0.37396	0.373998	0.372585	0.373398	0.374049	0.372805	0.372524	0.372395	0.373923	0.373792	0.372779	0.373815	0.373841	0.371841	0.372538	0.37166	0.372482	0.374308	0.373433	0.373287	0.37392	0.372327	0.371927	0.372936	0.373426	0.373178	0.37277	0.370966	0.372544	0.372049	0.373145	0.37021	0.371585	0.372445	0.37026	0.37009	0.370693	0.369918	0.372032	0.371371	0.370793	0.370845	0.372165	0.370313	0.372164	0.371803	0.37191	0.371802	0.369411	0.371534	0.371958	0.371792	0.371772	0.372809	0.370775	0.369947	0.371098	0.372231	0.371324	0.370415	0.370647	0.369419	0.368859	0.369539	0.369264	0.368929	0.371758	0.368179	0.368849	0.367199	0.366755	0.367314	0.363536	0.369921	0.368451	0.366106	0.361435	0.367123	0.365137	0.365813	0.365711	0.366593	0.363596	0.364912	0.364096	0.365573	0.362588	
0.371798	0.372924	0.374136	0.372968	0.373398	0.373591	0.372562	0.373135	0.374633	0.372713	0.373825	0.374545	0.376119	0.37393	0.374484	0.375161	0.373047	0.372538	0.375866	0.37369	0.372038	0.370442	0.371478	0.372415	0.371533	0.370383	0.370526	0.370194	0.370755	0.368752	0.369535	0.371837	0.369834	0.369716	0.368827	0.373202	0.369187	0.370838	0.368179	0.372951	0.370557	0.368761	0.371425	0.369866	0.371233	0.372626	0.370092	0.36998	0.370314	0.371204	0.370136	0.371348	0.371595	0.370918	0.37308	0.371111	0.371248	0.372196	0.37124	0.372962	0.374081	0.372119	0.373599	0.372408	0.374342	0.373121	0.372896	0.373623	0.374301	0.372664	0.37329	0.372713	0.374661	0.373677	0.37367	0.373174	0.370479	0.375018	0.370643	0.373713	0.37333	0.372654	0.37178	0.372491	0.372447	0.370328	0.37352	0.37327	0.373042	0.371818	0.370794	0.372374	0.372457	0.371719	0.371295	0.371913	0.372775	0.372353	0.371236	0.372211	0.370596	0.371639	0.369066	0.369272	0.369459	0.372595	0.369064	0.370604	0.37014	0.372282	0.369227	0.368597	0.372166	0.37092	0.372229	0.37088	0.370022	0.369274	0.36877	0.371952	0.370643	0.370284	0.369753	0.371162	0.368806	0.368305	0.366605	0.369063	0.3696	0.370277	0.369596	0.368325	0.368266	0.367495	0.367836	0.364074	0.367349	0.365367	0.364659	0.365829	0.365978	0.365235	0.366986	0.365662	0.365012	0.363498	0.364348	0.363466	0.365891	0.362902	
0.371448	0.372393	0.374367	0.374296	0.371555	0.372327	0.374003	0.375536	0.37347	0.371908	0.373993	0.373884	0.37556	0.375436	0.377573	0.373908	0.374351	0.374455	0.372578	0.371542	0.372694	0.372612	0.37201	0.373126	0.371666	0.371491	0.369744	0.370346	0.371613	0.371043	0.370668	0.36973	0.371062	0.371029	0.370042	0.373241	0.369396	0.371317	0.368905	0.371565	0.37282	0.370705	0.370195	0.370623	0.368914	0.369413	0.369862	0.370356	0.369652	0.370292	0.370476	0.372775	0.370445	0.370125	0.372682	0.369478	0.371109	0.37093	0.371815	0.373931	0.372475	0.371953	0.374195	0.373045	0.371263	0.373548	0.372912	0.371655	0.373136	0.374343	0.372676	0.372423	0.374247	0.373175	0.374576	0.373303	0.36901	0.37101	0.37366	0.373941	0.370655	0.373576	0.371198	0.372867	0.371453	0.369996	0.371831	0.371417	0.37266	0.37099	0.373797	0.37135	0.372802	0.370227	0.372454	0.369434	0.373936	0.372147	0.370371	0.372507	0.370807	0.37176	0.369947	0.3713	0.371104	0.370767	0.372137	0.369825	0.36751	0.371476	0.3703	0.368934	0.370141	0.372027	0.369771	0.368423	0.37107	0.367213	0.370332	0.3706	0.372275	0.370634	0.367637	0.367714	0.369682	0.366088	0.368846	0.368919	0.36943	0.370661	0.368374	0.367481	0.367245	0.368198	0.368969	0.36415	0.366634	0.363638	0.366289	0.364427	0.366751	0.365258	0.36494	0.363822	0.364446	0.36172	0.363322	0.361846	0.365182	0.364461	
0.374929	0.373865	0.374241	0.375285	0.373569	0.376039	0.374918	0.375356	0.374219	0.373881	0.375374	0.374252	0.377088	0.377212	0.376565	0.374368	0.373673	0.375515	0.374558	0.373171	0.372256	0.373829	0.374174	0.372032	0.37335	0.372465	0.372521	0.370869	0.373346	0.371119	0.371492	0.37113	0.372162	0.371817	0.371154	0.371722	0.371561	0.371578	0.369501	0.370592	0.372824	0.372324	0.370939	0.3705	0.37027	0.371371	0.372496	0.371579	0.371364	0.371787	0.371307	0.37308	0.370569	0.371239	0.372617	0.373438	0.373449	0.372515	0.374072	0.373001	0.374359	0.372839	0.373993	0.373561	0.372067	0.372274	0.373438	0.374022	0.374692	0.372949	0.373281	0.37553	0.374664	0.374449	0.375287	0.373254	0.372416	0.372761	0.375482	0.374467	0.372683	0.373557	0.372489	0.372692	0.37317	0.373007	0.37354	0.374621	0.372831	0.373069	0.374023	0.372988	0.373125	0.372548	0.373997	0.372433	0.375006	0.372545	0.371648	0.373157	0.370984	0.371724	0.371994	0.372689	0.37237	0.371233	0.37196	0.370486	0.371225	0.372714	0.371057	0.369841	0.372228	0.372241	0.372661	0.371415	0.371682	0.370843	0.371198	0.372537	0.372014	0.36838	0.371166	0.370488	0.370221	0.369201	0.370077	0.372537	0.369241	0.370736	0.367502	0.368718	0.368323	0.369342	0.368	0.366323	0.370518	0.367595	0.367693	0.365882	0.367029	0.365164	0.367004	0.367309	0.365588	0.365072	0.36411	0.364555	0.36584	0.363237	
0.374123	0.374242	0.375733	0.374869	0.375221	0.374995	0.373416	0.373772	0.37237	0.373236	0.374397	0.375068	0.376854	0.375599	0.376714	0.37399	0.372019	0.374529	0.374696	0.373924	0.373614	0.373895	0.373196	0.371918	0.373004	0.371556	0.372473	0.372135	0.373221	0.371462	0.372698	0.37156	0.371941	0.370646	0.371223	0.371759	0.372603	0.370432	0.370232	0.370195	0.371378	0.371349	0.373081	0.369402	0.369393	0.371286	0.371468	0.369967	0.369255	0.369863	0.370726	0.371928	0.370642	0.372588	0.372363	0.372407	0.37264	0.372318	0.372133	0.372065	0.3728	0.37064	0.370898	0.373397	0.373454	0.373298	0.374282	0.371856	0.373305	0.370849	0.373097	0.374145	0.371495	0.373746	0.374981	0.37265	0.372741	0.373551	0.374061	0.373615	0.372061	0.372833	0.371243	0.373119	0.372658	0.373165	0.372709	0.372342	0.370945	0.371319	0.372549	0.372751	0.371369	0.371668	0.372945	0.371492	0.373094	0.372944	0.372519	0.371987	0.370724	0.370736	0.37145	0.371441	0.370735	0.371191	0.369727	0.372086	0.369315	0.371339	0.3697	0.370392	0.37193	0.371036	0.370492	0.371552	0.370241	0.370024	0.372851	0.371905	0.368113	0.368722	0.369205	0.369888	0.368373	0.367159	0.368911	0.369415	0.367354	0.369939	0.365677	0.368803	0.366617	0.368869	0.367294	0.366773	0.368936	0.367015	0.36601	0.364478	0.365528	0.365417	0.366749	0.36867	0.366641	0.364456	0.362998	0.363419	0.365257	0.364791	
