0.0312673	0.0311651	0.0312378	0.0311289	0.0312945	0.0313104	0.0312898	0.0312551	0.0314823	0.0312299	0.0315191	0.0315832	0.0315273	0.031749	0.0318875	0.0319128	0.0319543	0.0323141	0.0321086	0.0322764	0.0322361	0.0329932	0.0327237	0.0328875	0.0327181	0.0329264	0.0330303	0.0330494	0.0331905	0.0331519	0.0332187	0.0330581	0.0330275	0.033028	0.0333661	0.0329945	0.0330037	0.0331009	0.0330269	0.032483	0.0328002	0.0326435	0.0323459	0.0327934	0.032223	0.0320041	0.0320725	0.0321572	0.0321123	0.031746	0.0319377	0.031631	0.0318319	0.0321948	0.0327116	0.0317268	0.0316996	0.0325499	0.031509	0.031347	0.0315254	0.030993	0.0312841	0.0311625	0.0318032	0.0312177	0.0309184	0.0310759	0.031055	0.0316207	0.0312162	0.0311822	0.0311976	0.0312084	0.0311187	0.0313961	0.0309646	0.0313112	0.0307809	0.030768	0.0312605	0.0305846	0.0306032	0.0305483	0.0305197	0.0307474	0.0301281	0.0305008	0.0300426	0.0306825	0.030041	0.0300447	0.0303512	0.0304857	0.0300678	0.0300223	0.0301543	0.0304362	0.0300378	0.0300398	
0.0312225	0.0312919	0.0312159	0.0311503	0.0313637	0.031339	0.0314244	0.0312312	0.0314252	0.0314002	0.0315654	0.031462	0.0314349	0.0319042	0.0321171	0.031891	0.0319485	0.0321708	0.0321522	0.0322491	0.0320578	0.0328176	0.0327392	0.0329816	0.0329032	0.0331042	0.0328448	0.0329588	0.033212	0.0331171	0.0331582	0.0331228	0.0331284	0.0331408	0.0329923	0.0329103	0.0328914	0.0330156	0.032974	0.0323848	0.0326897	0.0323741	0.0323593	0.0323913	0.0322377	0.0319823	0.0319324	0.0318823	0.0324271	0.0317725	0.0319756	0.031637	0.0319034	0.0318988	0.0319718	0.0318933	0.0318163	0.0328511	0.0315584	0.0315211	0.031582	0.0312024	0.0312071	0.0311872	0.031271	0.0308266	0.0308313	0.0309307	0.0314942	0.031712	0.0311558	0.0312301	0.0305996	0.0312872	0.0312084	0.0311352	0.0310774	0.0315096	0.0307111	0.0305884	0.0308597	0.0306443	0.0307011	0.0305309	0.0305015	0.0306427	0.0301643	0.0305787	0.0300464	0.0305527	0.0306747	0.0298923	0.0304614	0.0305074	0.0300819	0.0299445	0.0300568	0.0300432	0.0300566	0.0299349	
0.0312763	0.0311107	0.0311696	0.0312115	0.0312603	0.0313367	0.0314085	0.0311969	0.0314461	0.0313229	0.0316026	0.031476	0.0314187	0.0318123	0.0320578	0.0319611	0.0319222	0.0320781	0.0322081	0.0320746	0.0321658	0.0327352	0.0329032	0.0327931	0.0329864	0.0331011	0.0329413	0.0330467	0.0332172	0.0328327	0.0330619	0.0330409	0.0326633	0.0331011	0.0327247	0.0328336	0.0328447	0.0329764	0.0329159	0.0323816	0.0327029	0.0323067	0.032181	0.0321788	0.0320966	0.0322565	0.0319158	0.0318568	0.0321537	0.0313425	0.032322	0.0315756	0.0319715	0.031598	0.0315677	0.0321198	0.0318347	0.0328895	0.0317324	0.0318177	0.0314416	0.0312188	0.0313329	0.0308103	0.0310705	0.0307748	0.0308822	0.0317739	0.0315999	0.0313755	0.0313323	0.0312181	0.030707	0.0312133	0.0311949	0.0306405	0.031017	0.0309282	0.0309655	0.0306663	0.0308527	0.0308991	0.0306549	0.0305301	0.0304544	0.0307045	0.0303351	0.0303718	0.0301126	0.0304176	0.0305571	0.0301793	0.0306177	0.0302079	0.0301844	0.0301389	0.0300195	0.0299257	0.0299784	0.0301172	
0.0313609	0.0311655	0.0312501	0.031177	0.0310565	0.0312881	0.0314285	0.0311284	0.0312415	0.0312863	0.0315681	0.0315053	0.0313077	0.0317226	0.0317366	0.0319069	0.0319201	0.0318911	0.0320201	0.0321431	0.0321184	0.0322619	0.0327132	0.0326728	0.0330224	0.0329285	0.0330963	0.0329935	0.0331533	0.0331419	0.0328679	0.0328379	0.0326922	0.0330564	0.0327443	0.0327017	0.0325983	0.0327681	0.032787	0.032296	0.032795	0.0322768	0.0319989	0.0319849	0.0319948	0.032219	0.0317647	0.0316064	0.0318581	0.03129	0.0322635	0.0311842	0.0316757	0.0322732	0.0317331	0.0318739	0.0318832	0.0318898	0.0314745	0.0318325	0.0317326	0.0313064	0.0313032	0.0312771	0.0314223	0.0309353	0.0311722	0.0317269	0.0314345	0.0310913	0.0309431	0.0311847	0.0308137	0.0315554	0.0311867	0.0307376	0.0308427	0.0306594	0.0307691	0.0306171	0.0308625	0.0308579	0.0311312	0.030453	0.0304273	0.0308021	0.0304155	0.0303007	0.0300553	0.0305447	0.0304235	0.0301138	0.0306886	0.0303508	0.0302837	0.0301695	0.0300586	0.0300468	0.0299075	0.0301055	
0.0312038	0.0312264	0.0312183	0.0312064	0.0313268	0.0313106	0.0314381	0.031068	0.031166	0.0313648	0.0316193	0.0314695	0.0318334	0.0318234	0.0317756	0.0318502	0.031568	0.0319163	0.0320737	0.0321455	0.0321338	0.0321265	0.0327824	0.0328197	0.032966	0.0329306	0.0331132	0.0329647	0.0331864	0.0331653	0.0328549	0.0329452	0.0327723	0.033017	0.0325607	0.0327793	0.0327074	0.0328493	0.0327656	0.0321949	0.0327157	0.0328995	0.0320708	0.0320245	0.0318045	0.0322043	0.0316626	0.0315676	0.031587	0.031179	0.0321024	0.03122	0.0314198	0.0318978	0.0319213	0.031823	0.0315158	0.0312687	0.0316218	0.0317637	0.0315258	0.0312819	0.0313455	0.031635	0.0313526	0.0310367	0.0311089	0.0315256	0.0311112	0.0310979	0.0309412	0.0311731	0.030988	0.0317618	0.0313285	0.0309623	0.0308085	0.0308965	0.0306414	0.0307444	0.030841	0.0307201	0.0310967	0.0305267	0.0302878	0.0307555	0.0304913	0.0303917	0.029952	0.0304436	0.030246	0.0304633	0.0307389	0.0306384	0.0302774	0.0302006	0.0299158	0.0300252	0.0299415	0.0300152	
0.0312515	0.0311658	0.0310744	0.0312507	0.0312853	0.0312969	0.0313897	0.0311579	0.0312532	0.0312778	0.0316984	0.0316852	0.0319241	0.0317294	0.031604	0.0319849	0.0322299	0.0319914	0.0320936	0.0321859	0.0321458	0.0321879	0.0327072	0.0328989	0.0329609	0.0329864	0.0332228	0.0329938	0.0331719	0.0330791	0.0330472	0.0328517	0.032927	0.0329402	0.0326285	0.0326644	0.0326268	0.0327112	0.0328428	0.0323492	0.0326079	0.0325922	0.0318529	0.0320994	0.0317428	0.0320954	0.0315332	0.0315614	0.0317441	0.0310753	0.0319544	0.030967	0.0311963	0.0320596	0.0321177	0.031814	0.0312829	0.0311799	0.0315649	0.0313677	0.0313369	0.0313709	0.0311447	0.0315867	0.0310066	0.0311064	0.030959	0.0307629	0.030953	0.0312393	0.0308745	0.0313521	0.0306852	0.0312656	0.03113	0.0310812	0.0305862	0.0307452	0.0306068	0.030456	0.0305954	0.0308968	0.0307925	0.0304199	0.0303566	0.0308672	0.0304546	0.030531	0.0300095	0.0307072	0.0302662	0.0306313	0.0303992	0.0304101	0.0305544	0.0300331	0.0301052	0.0299733	0.0297857	0.0299743	
0.031236	0.0311626	0.0312935	0.0311908	0.0313894	0.0313236	0.0313249	0.0311299	0.0313813	0.0313081	0.0315754	0.0316617	0.0316529	0.031692	0.0318185	0.0320947	0.0321392	0.0318336	0.0320434	0.0322828	0.0322862	0.0323159	0.0327947	0.0328212	0.0327895	0.0330446	0.0328069	0.0330411	0.0331446	0.0331187	0.0331019	0.0330166	0.0329246	0.0328785	0.0326933	0.0326125	0.0323669	0.0326738	0.0328121	0.0322161	0.0324809	0.0326007	0.0319888	0.0319682	0.0316414	0.0319185	0.0314475	0.0316027	0.0311879	0.0311188	0.0317294	0.0307249	0.0310968	0.0315612	0.0318673	0.0316888	0.0311759	0.0310386	0.0314216	0.0313489	0.0313134	0.0313487	0.0311727	0.031259	0.0305992	0.0312829	0.0311112	0.0311924	0.0312579	0.0313576	0.0312542	0.0314151	0.0314263	0.0311586	0.0309286	0.0309165	0.0308018	0.0309528	0.0308445	0.0305113	0.0306698	0.0308909	0.0304921	0.030183	0.0303671	0.0307956	0.0306304	0.0305308	0.0300491	0.0307344	0.0303386	0.0306356	0.0303042	0.0302683	0.0307583	0.0302622	0.0300028	0.0302983	0.0299074	0.0299243	
0.0310862	0.0311513	0.0311946	0.031204	0.0312319	0.0312234	0.0312823	0.0312682	0.0314322	0.0314151	0.0315419	0.0315118	0.031531	0.0317178	0.031935	0.0317985	0.0315584	0.0317543	0.0319357	0.0321351	0.0324448	0.0323843	0.0327705	0.0328073	0.0330039	0.0331131	0.0328182	0.0328022	0.0330887	0.0330111	0.0329847	0.0328419	0.0328133	0.0328296	0.032602	0.0324634	0.0322956	0.0324002	0.0319468	0.0321303	0.0323956	0.032078	0.0319745	0.0317297	0.0315427	0.0317434	0.0312232	0.0311701	0.0310642	0.030932	0.0312432	0.0309961	0.0308751	0.0313245	0.0314295	0.0314407	0.0311279	0.031296	0.0315647	0.0311181	0.0314058	0.0313735	0.031218	0.0310683	0.0309557	0.0311283	0.0309848	0.0315799	0.0309882	0.031376	0.0312432	0.0314405	0.0308252	0.031035	0.0311232	0.0309349	0.0313681	0.0306201	0.0305413	0.0306702	0.0305845	0.030619	0.0303488	0.0303908	0.0304219	0.030677	0.0303337	0.0307515	0.0301046	0.0305224	0.0301361	0.0307303	0.0302606	0.0301669	0.0306987	0.0300848	0.0299361	0.0301059	0.03009	0.0299116	
0.031332	0.0311233	0.0311238	0.0312617	0.0314631	0.0312061	0.0313223	0.0313386	0.0313956	0.0313444	0.031273	0.0314202	0.0314699	0.031712	0.0317214	0.031691	0.0315948	0.0314975	0.0320082	0.0320776	0.0325373	0.0327682	0.0328298	0.0327661	0.0330438	0.0331397	0.0325043	0.0328932	0.0330859	0.0330959	0.0330155	0.0329472	0.0329815	0.0328468	0.0324892	0.0324428	0.0325026	0.0325687	0.0323143	0.0319738	0.0324041	0.0322419	0.0319873	0.0319643	0.0316774	0.0317411	0.0312625	0.0314179	0.0314427	0.0308984	0.0312262	0.0310587	0.0309522	0.0313827	0.0313455	0.0313119	0.0310219	0.0309799	0.0317208	0.0309809	0.0311788	0.031308	0.031068	0.0312085	0.0310938	0.031017	0.0310693	0.0313213	0.0314322	0.0314401	0.0315318	0.0314017	0.031188	0.0313541	0.0311062	0.0310808	0.0312371	0.030682	0.0305856	0.0304577	0.0308417	0.0305829	0.0304983	0.0302629	0.0304103	0.0307199	0.0304245	0.0309732	0.0302106	0.0305307	0.0300983	0.030594	0.0301981	0.0300493	0.0302505	0.0299046	0.0299434	0.030053	0.0301322	0.0300982	
0.0310929	0.031175	0.03136	0.0312069	0.0312255	0.0312265	0.0313224	0.0312667	0.0312661	0.0314532	0.0315376	0.0314159	0.0315378	0.0315888	0.0317649	0.0317334	0.0318915	0.0317807	0.0314212	0.0321186	0.0326603	0.0324381	0.0327173	0.0327148	0.0329582	0.0330132	0.0326459	0.0328912	0.0330062	0.0329325	0.0330401	0.0329946	0.0328874	0.0326581	0.0324503	0.0326408	0.0324726	0.0324944	0.0319943	0.0321317	0.0323719	0.0320205	0.0317787	0.0321323	0.0317494	0.0319667	0.0314295	0.0316272	0.0318338	0.0310162	0.031399	0.0309959	0.030787	0.0312192	0.0312225	0.0311508	0.0310664	0.0309437	0.0319369	0.0314755	0.031107	0.0311076	0.0312305	0.0310459	0.0309018	0.0310679	0.0311361	0.0312798	0.031133	0.0315085	0.0314316	0.0311941	0.0312122	0.0306709	0.0311099	0.0310155	0.031042	0.0307562	0.0307019	0.0305391	0.031104	0.0305921	0.0304061	0.0302148	0.0304267	0.0307793	0.0308018	0.0307297	0.0302482	0.0303265	0.0300907	0.0306154	0.0301197	0.0300109	0.0302189	0.0299374	0.0300361	0.0299874	0.0299827	0.0299099	
